"","X","workerid","property","trial_type","rt","trial_num","response","sentence","targetMention","item","type","Property"
"358",250,11,"is male","free_production",3964,19,"mule","mule is male",0,"mule is male",NA,"are male"
"359",251,11,"carries Lyme disease","free_production",3348,20,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"360",252,11,"is female","free_production",3465,21,"cow","cow is female",0,"cow is female",NA,"are female"
"361",253,12,"carries malaria","free_production",6535,1,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"362",253,12,"carries malaria","free_production",6535,1,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"363",254,12,"has a pouch","free_production",5495,2,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"364",254,12,"has a pouch","free_production",5495,2,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"365",255,12,"has wings","free_production",3324,3,"bat","bat has wings",0,"bat has wings",NA,"have wings"
"366",255,12,"has wings","free_production",3324,3,"bat","bat has wings",0,"bat has wings",NA,"have wings"
"367",256,12,"attacks swimmers","free_production",6059,4,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"368",256,12,"attacks swimmers","free_production",6059,4,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"369",257,12,"carries Lyme disease","free_production",4323,5,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"370",258,12,"doesnt carry Lyme disease","free_production",6595,6,"fly","fly doesn't carry Lyme disease",0,"fly doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"371",259,12,"is red","free_production",4857,7,"fox","fox is red",0,"fox is red",NA,"are red"
"372",260,12,"doesnt eat people","free_production",30479,8,"squirrel","squirrel doesn't eat people",0,"squirrel doesn't eat people",NA,"dont eat people"
"373",261,12,"is juvenile","free_production",8560,9,"puppy","puppy is juvenile",0,"puppy is juvenile",NA,"are juvenile"
"374",262,12,"eats people","free_production",3423,10,"bear","bear eats people",0,"bear eats people",NA,"eat people"
"375",263,12,"doesnt attack swimmers","free_production",8844,11,"goldfish","goldfish doesn't attack swimmers",0,"goldfish doesn't attack swimmers",NA,"dont attack swimmers"
"376",264,12,"lays eggs","free_production",4349,12,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"377",264,12,"lays eggs","free_production",4349,12,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"378",264,12,"lays eggs","free_production",4349,12,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"379",265,12,"has a mane","free_production",4625,13,"cat","cat has a mane",0,"cat has a mane",NA,"have manes"
"380",265,12,"has a mane","free_production",4625,13,"cat","cat has a mane",0,"cat has a mane",NA,"have manes"
"381",266,12,"has beautiful feathers","free_production",4583,14,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"382",267,12,"is white","free_production",4428,15,"owl","owl is white",0,"owl is white",NA,"are white"
"383",267,12,"is white","free_production",4428,15,"owl","owl is white",0,"owl is white",NA,"are white"
"384",268,12,"is female","free_production",3691,16,"doe","doe is female",0,"doe is female",NA,"are female"
"385",269,12,"is full-grown","free_production",7015,17,"buck","buck is full-grown",0,"buck is full-grown",NA,"are full-grown"
"386",270,12,"doesnt have beautiful feathers","free_production",16603,18,"rat","rat doesn't have beautiful feathers",0,"rat doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"387",271,12,"is male","free_production",19353,19,"ram","ram is male",0,"ram is male",NA,"are male"
"388",272,12,"has spots","free_production",13528,20,"cheetah","cheetah has spots",0,"cheetah has spots",NA,"have spots"
"389",272,12,"has spots","free_production",13528,20,"cheetah","cheetah has spots",0,"cheetah has spots",NA,"have spots"
"390",273,12,"doesnt carry malaria","free_production",8284,21,"stork","stork doesn't carry malaria",0,"stork doesn't carry malaria",NA,"dont carry malaria"
"391",274,13,"carries Lyme disease","free_production",5934,1,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"392",275,13,"is full-grown","free_production",7398,2,"cow","cow is full-grown",0,"cow is full-grown",NA,"are full-grown"
"393",276,13,"is juvenile","free_production",8999,3,"fly","fly is juvenile",0,"fly is juvenile",NA,"are juvenile"
"394",277,13,"eats people","free_production",22699,4,"lion","lion eats people",0,"lion eats people",NA,"eat people"
"395",278,13,"is female","free_production",6630,5,"deer","deer is female",0,"deer is female",NA,"are female"
"396",279,13,"has beautiful feathers","free_production",8618,6,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"397",280,13,"has spots","free_production",9340,7,"cow","cow has spots",0,"cow has spots",NA,"have spots"
"398",280,13,"has spots","free_production",9340,7,"cow","cow has spots",0,"cow has spots",NA,"have spots"
"399",281,13,"is male","free_production",5170,8,"bull","bull is male",0,"bull is male",NA,"are male"
"400",282,13,"has a mane","free_production",6791,9,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"401",282,13,"has a mane","free_production",6791,9,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"402",283,13,"lays eggs","free_production",5007,10,"snake","snake lays eggs",0,"snake lays eggs",NA,"lay eggs"
"403",283,13,"lays eggs","free_production",5007,10,"snake","snake lays eggs",0,"snake lays eggs",NA,"lay eggs"
"404",283,13,"lays eggs","free_production",5007,10,"snake","snake lays eggs",0,"snake lays eggs",NA,"lay eggs"
"405",284,13,"carries malaria","free_production",8671,11,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"406",284,13,"carries malaria","free_production",8671,11,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"407",285,13,"doesnt attack swimmers","free_production",8936,12,"dog","dog doesn't attack swimmers",0,"dog doesn't attack swimmers",NA,"dont attack swimmers"
"408",286,13,"doesnt have beautiful feathers","free_production",9649,13,"crow","crow doesn't have beautiful feathers",0,"crow doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"409",287,13,"is red","free_production",47966,14,"robin","robin is red",0,"robin is red",NA,"are red"
"410",288,13,"has wings","free_production",6596,15,"cardinal","cardinal has wings",0,"cardinal has wings",NA,"have wings"
"411",288,13,"has wings","free_production",6596,15,"cardinal","cardinal has wings",0,"cardinal has wings",NA,"have wings"
"412",289,13,"attacks swimmers","free_production",5357,16,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"413",289,13,"attacks swimmers","free_production",5357,16,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"414",290,13,"doesnt carry malaria","free_production",10278,17,"cow","cow doesn't carry malaria",0,"cow doesn't carry malaria",NA,"dont carry malaria"
"415",291,13,"doesnt eat people","free_production",5707,18,"cow","cow doesn't eat people",0,"cow doesn't eat people",NA,"dont eat people"
"416",292,13,"has a pouch","free_production",11095,19,"koala","koala has a pouch",0,"koala has a pouch",NA,"have pouches"
"417",292,13,"has a pouch","free_production",11095,19,"koala","koala has a pouch",0,"koala has a pouch",NA,"have pouches"
"418",293,13,"doesnt carry Lyme disease","free_production",10982,20,"cow","cow doesn't carry Lyme disease",0,"cow doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"419",294,13,"is white","free_production",7358,21,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"420",294,13,"is white","free_production",7358,21,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"421",295,14,"carries Lyme disease","free_production",60733,1,"deer","deer carries Lyme disease",0,"deer carries Lyme disease",NA,"carry Lyme disease"
"422",296,14,"has spots","free_production",10990,2,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"423",296,14,"has spots","free_production",10990,2,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"424",297,14,"lays eggs","free_production",11470,3,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"425",297,14,"lays eggs","free_production",11470,3,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"426",297,14,"lays eggs","free_production",11470,3,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"427",298,14,"doesnt have beautiful feathers","free_production",22079,4,"dog","dog doesn't have beautiful feathers",0,"dog doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"428",299,14,"has a pouch","free_production",40595,5,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"429",299,14,"has a pouch","free_production",40595,5,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"430",300,14,"is full-grown","free_production",12025,6,"cow","cow is full-grown",0,"cow is full-grown",NA,"are full-grown"
"431",301,14,"carries malaria","free_production",37505,7,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"432",301,14,"carries malaria","free_production",37505,7,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"433",302,14,"doesnt attack swimmers","free_production",21025,8,"goldfish","goldfish doesn't attack swimmers",0,"goldfish doesn't attack swimmers",NA,"dont attack swimmers"
"434",303,14,"is red","free_production",8642,9,"goldfish","goldfish is red",0,"goldfish is red",NA,"are red"
"435",304,14,"doesnt carry malaria","free_production",6754,10,"cat","cat doesn't carry malaria",0,"cat doesn't carry malaria",NA,"dont carry malaria"
"436",305,14,"is male","free_production",10906,11,"dog","dog is male",0,"dog is male",NA,"are male"
"437",306,14,"is white","free_production",17665,12,"horse","horse is white",0,"horse is white",NA,"are white"
"438",306,14,"is white","free_production",17665,12,"horse","horse is white",0,"horse is white",NA,"are white"
"439",307,14,"has beautiful feathers","free_production",33624,13,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"440",308,14,"doesnt carry Lyme disease","free_production",9983,14,"cat","cat doesn't carry Lyme disease",0,"cat doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"441",309,14,"doesnt eat people","free_production",9779,15,"fly","fly doesn't eat people",0,"fly doesn't eat people",NA,"dont eat people"
"442",310,14,"has wings","free_production",6920,16,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"443",310,14,"has wings","free_production",6920,16,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"444",311,14,"eats people","free_production",15912,17,"shark","shark eats people",0,"shark eats people",NA,"eat people"
"445",312,14,"has a mane","free_production",5722,18,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"446",312,14,"has a mane","free_production",5722,18,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"447",313,14,"is juvenile","free_production",10547,19,"tiger","tiger is juvenile",0,"tiger is juvenile",NA,"are juvenile"
"448",314,14,"attacks swimmers","free_production",6411,20,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"449",314,14,"attacks swimmers","free_production",6411,20,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"450",315,14,"is female","free_production",6287,21,"dog","dog is female",0,"dog is female",NA,"are female"
"451",316,15,"is red","free_production",9124,1,"ladybug","ladybug is red",0,"ladybug is red",NA,"are red"
"452",317,15,"has a pouch","free_production",5827,2,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"453",317,15,"has a pouch","free_production",5827,2,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"454",318,15,"is male","free_production",5004,3,"dog","dog is male",0,"dog is male",NA,"are male"
"455",319,15,"is full-grown","free_production",9393,4,"bear","bear is full-grown",0,"bear is full-grown",NA,"are full-grown"
"456",320,15,"doesnt have beautiful feathers","free_production",14681,5,"crow","crow doesn't have beautiful feathers",0,"crow doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"457",321,15,"doesnt attack swimmers","free_production",9054,6,"bird","bird doesn't attack swimmers",0,"bird doesn't attack swimmers",NA,"dont attack swimmers"
"458",322,15,"doesnt eat people","free_production",6234,7,"elephant","elephant doesn't eat people",0,"elephant doesn't eat people",NA,"dont eat people"
"459",323,15,"lays eggs","free_production",6121,8,"cat","cat lays eggs",0,"cat lays eggs",NA,"lay eggs"
"460",323,15,"lays eggs","free_production",6121,8,"cat","cat lays eggs",0,"cat lays eggs",NA,"lay eggs"
"461",323,15,"lays eggs","free_production",6121,8,"cat","cat lays eggs",0,"cat lays eggs",NA,"lay eggs"
"462",324,15,"carries malaria","free_production",10440,9,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"463",324,15,"carries malaria","free_production",10440,9,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"464",325,15,"is female","free_production",10932,10,"giraffe","giraffe is female",0,"giraffe is female",NA,"are female"
"465",326,15,"has wings","free_production",5266,11,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"466",326,15,"has wings","free_production",5266,11,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"467",327,15,"is juvenile","free_production",11774,12,"worm","worm is juvenile",0,"worm is juvenile",NA,"are juvenile"
"468",328,15,"has beautiful feathers","free_production",4538,13,"ostrich","ostrich has beautiful feathers",0,"ostrich has beautiful feathers",NA,"have beautiful feathers"
"469",329,15,"doesnt carry Lyme disease","free_production",6216,14,"tiger","tiger doesn't carry Lyme disease",0,"tiger doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"470",330,15,"is white","free_production",5876,15,"leopard","leopard is white",0,"leopard is white",NA,"are white"
"471",330,15,"is white","free_production",5876,15,"leopard","leopard is white",0,"leopard is white",NA,"are white"
"472",331,15,"has spots","free_production",6811,16,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"473",331,15,"has spots","free_production",6811,16,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"474",332,15,"carries Lyme disease","free_production",6139,17,"mosquito","mosquito carries Lyme disease",0,"mosquito carries Lyme disease",NA,"carry Lyme disease"
"475",333,15,"has a mane","free_production",5310,18,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"476",333,15,"has a mane","free_production",5310,18,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"477",334,15,"doesnt carry malaria","free_production",10308,19,"tiger","tiger doesn't carry malaria",0,"tiger doesn't carry malaria",NA,"dont carry malaria"
"478",335,15,"eats people","free_production",23002,20,"shark","shark eats people",0,"shark eats people",NA,"eat people"
"479",336,15,"attacks swimmers","free_production",3852,21,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"480",336,15,"attacks swimmers","free_production",3852,21,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"481",337,16,"is full-grown","free_production",12948,1,"butterfly","butterfly is full-grown",0,"butterfly is full-grown",NA,"are full-grown"
"482",338,16,"has spots","free_production",16317,2,"cheetah","cheetah has spots",0,"cheetah has spots",NA,"have spots"
"483",338,16,"has spots","free_production",16317,2,"cheetah","cheetah has spots",0,"cheetah has spots",NA,"have spots"
"484",339,16,"is red","free_production",5630,3,"ladybug","ladybug is red",0,"ladybug is red",NA,"are red"
"485",340,16,"has a pouch","free_production",5655,4,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"486",340,16,"has a pouch","free_production",5655,4,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"487",341,16,"doesnt eat people","free_production",8784,5,"horse","horse doesn't eat people",0,"horse doesn't eat people",NA,"dont eat people"
"488",342,16,"has a mane","free_production",7125,6,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"489",342,16,"has a mane","free_production",7125,6,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"490",343,16,"is white","free_production",8671,7,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"491",343,16,"is white","free_production",8671,7,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"492",344,16,"doesnt carry Lyme disease","free_production",11183,8,"panda","panda doesn't carry Lyme disease",0,"panda doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"493",345,16,"eats people","free_production",7888,9,"tiger","tiger eats people",1,"tiger eats people",NA,"eat people"
"494",346,16,"has beautiful feathers","free_production",4631,10,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"495",347,16,"has wings","free_production",4991,11,"fly","fly has wings",0,"fly has wings",NA,"have wings"
"496",347,16,"has wings","free_production",4991,11,"fly","fly has wings",0,"fly has wings",NA,"have wings"
"497",348,16,"doesnt attack swimmers","free_production",5848,12,"zebra","zebra doesn't attack swimmers",0,"zebra doesn't attack swimmers",NA,"dont attack swimmers"
"498",349,16,"attacks swimmers","free_production",3799,13,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"499",349,16,"attacks swimmers","free_production",3799,13,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"500",350,16,"lays eggs","free_production",5312,14,"seaturtle","seaturtle lays eggs",0,"seaturtle lays eggs",NA,"lay eggs"
"501",350,16,"lays eggs","free_production",5312,14,"seaturtle","seaturtle lays eggs",0,"seaturtle lays eggs",NA,"lay eggs"
"502",350,16,"lays eggs","free_production",5312,14,"seaturtle","seaturtle lays eggs",0,"seaturtle lays eggs",NA,"lay eggs"
"503",351,16,"is female","free_production",12072,15,"cat","cat is female",0,"cat is female",NA,"are female"
"504",352,16,"is juvenile","free_production",11292,16,"aligator","aligator is juvenile",0,"aligator is juvenile",NA,"are juvenile"
"505",353,16,"doesnt carry malaria","free_production",12424,17,"sealion","sealion doesn't carry malaria",0,"sealion doesn't carry malaria",NA,"dont carry malaria"
"506",354,16,"carries Lyme disease","free_production",6536,18,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"507",355,16,"doesnt have beautiful feathers","free_production",18359,19,"whale","whale doesn't have beautiful feathers",0,"whale doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"508",356,16,"carries malaria","free_production",12312,20,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"509",356,16,"carries malaria","free_production",12312,20,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"510",357,16,"is male","free_production",19255,21,"ram","ram is male",0,"ram is male",NA,"are male"
"511",358,17,"is full-grown","free_production",8544,1,"preyingmatni","preyingmatni is full-grown",0,"preyingmatni is full-grown",NA,"are full-grown"
"512",359,17,"has spots","free_production",22777,2,"ladybug","ladybug has spots",0,"ladybug has spots",NA,"have spots"
"513",359,17,"has spots","free_production",22777,2,"ladybug","ladybug has spots",0,"ladybug has spots",NA,"have spots"
"514",360,17,"has wings","free_production",5629,3,"mosquito","mosquito has wings",0,"mosquito has wings",NA,"have wings"
"515",360,17,"has wings","free_production",5629,3,"mosquito","mosquito has wings",0,"mosquito has wings",NA,"have wings"
"516",361,17,"is red","free_production",5368,4,"blackwidow","blackwidow is red",0,"blackwidow is red",NA,"are red"
"517",362,17,"has beautiful feathers","free_production",14840,5,"bluemacaw","bluemacaw has beautiful feathers",0,"bluemacaw has beautiful feathers",NA,"have beautiful feathers"
"518",363,17,"is juvenile","free_production",6475,6,"ant","ant is juvenile",0,"ant is juvenile",NA,"are juvenile"
"519",364,17,"is female","free_production",7462,7,"beetle","beetle is female",0,"beetle is female",NA,"are female"
"520",365,17,"eats people","free_production",5229,8,"termite","termite eats people",0,"termite eats people",NA,"eat people"
"521",366,17,"lays eggs","free_production",9189,9,"duck","duck lays eggs",0,"duck lays eggs",NA,"lay eggs"
"522",366,17,"lays eggs","free_production",9189,9,"duck","duck lays eggs",0,"duck lays eggs",NA,"lay eggs"
"523",366,17,"lays eggs","free_production",9189,9,"duck","duck lays eggs",0,"duck lays eggs",NA,"lay eggs"
"524",367,17,"carries malaria","free_production",6859,10,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"525",367,17,"carries malaria","free_production",6859,10,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"526",368,17,"is white","free_production",20212,11,"larva","larva is white",0,"larva is white",NA,"are white"
"527",368,17,"is white","free_production",20212,11,"larva","larva is white",0,"larva is white",NA,"are white"
"528",369,17,"doesnt carry malaria","free_production",7239,12,"wasp","wasp doesn't carry malaria",0,"wasp doesn't carry malaria",NA,"dont carry malaria"
"529",370,17,"doesnt carry Lyme disease","free_production",4042,13,"bee","bee doesn't carry Lyme disease",0,"bee doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"530",371,17,"doesnt eat people","free_production",12209,14,"rollypolly","rollypolly doesn't eat people",0,"rollypolly doesn't eat people",NA,"dont eat people"
"531",372,17,"carries Lyme disease","free_production",5246,15,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"532",373,17,"doesnt attack swimmers","free_production",6859,16,"fly","fly doesn't attack swimmers",0,"fly doesn't attack swimmers",NA,"dont attack swimmers"
"533",374,17,"doesnt have beautiful feathers","free_production",4727,17,"lizard","lizard doesn't have beautiful feathers",0,"lizard doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"534",375,17,"is male","free_production",3158,18,"dog","dog is male",0,"dog is male",NA,"are male"
"535",376,17,"attacks swimmers","free_production",3981,19,"leech","leech attacks swimmers",0,"leech attacks swimmers",NA,"attack swimmers"
"536",376,17,"attacks swimmers","free_production",3981,19,"leech","leech attacks swimmers",0,"leech attacks swimmers",NA,"attack swimmers"
"537",377,17,"has a mane","free_production",5531,20,"bee","bee has a mane",0,"bee has a mane",NA,"have manes"
"538",377,17,"has a mane","free_production",5531,20,"bee","bee has a mane",0,"bee has a mane",NA,"have manes"
"539",378,17,"has a pouch","free_production",5148,21,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"540",378,17,"has a pouch","free_production",5148,21,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"541",379,18,"has a mane","free_production",12516,1,"tiger","tiger has a mane",0,"tiger has a mane",NA,"have manes"
"542",379,18,"has a mane","free_production",12516,1,"tiger","tiger has a mane",0,"tiger has a mane",NA,"have manes"
"543",380,18,"doesnt have beautiful feathers","free_production",9944,2,"lizard","lizard doesn't have beautiful feathers",0,"lizard doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"544",381,18,"doesnt carry Lyme disease","free_production",6413,3,"cat","cat doesn't carry Lyme disease",0,"cat doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"545",382,18,"doesnt carry malaria","free_production",4818,4,"turkey","turkey doesn't carry malaria",0,"turkey doesn't carry malaria",NA,"dont carry malaria"
"546",383,18,"has wings","free_production",4894,5,"owl","owl has wings",0,"owl has wings",NA,"have wings"
"547",383,18,"has wings","free_production",4894,5,"owl","owl has wings",0,"owl has wings",NA,"have wings"
"548",384,18,"has a pouch","free_production",4614,6,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"549",384,18,"has a pouch","free_production",4614,6,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"550",385,18,"carries malaria","free_production",6928,7,"bear","bear carries malaria",0,"bear carries malaria",NA,"carry malaria"
"551",385,18,"carries malaria","free_production",6928,7,"bear","bear carries malaria",0,"bear carries malaria",NA,"carry malaria"
"552",386,18,"is white","free_production",7390,8,"panda","panda is white",0,"panda is white",NA,"are white"
"553",386,18,"is white","free_production",7390,8,"panda","panda is white",0,"panda is white",NA,"are white"
"554",387,18,"is male","free_production",3631,9,"bear","bear is male",0,"bear is male",NA,"are male"
"555",388,18,"doesnt attack swimmers","free_production",7779,10,"ba","bas doesn't attack swimmers",0,"ba doesn't attack swimmers",NA,"dont attack swimmers"
"556",389,18,"doesnt eat people","free_production",3148,11,"ba","bas doesn't eat people",0,"ba doesn't eat people",NA,"dont eat people"
"557",390,18,"is female","free_production",7404,12,"trout","trout is female",0,"trout is female",NA,"are female"
"558",391,18,"has spots","free_production",5450,13,"eel","eel has spots",0,"eel has spots",NA,"have spots"
"559",391,18,"has spots","free_production",5450,13,"eel","eel has spots",0,"eel has spots",NA,"have spots"
"560",392,18,"is full-grown","free_production",4324,14,"bear","bear is full-grown",0,"bear is full-grown",NA,"are full-grown"
"561",393,18,"is juvenile","free_production",9572,15,"cub","cub is juvenile",0,"cub is juvenile",NA,"are juvenile"
"562",394,18,"eats people","free_production",4241,16,"shark","shark eats people",0,"shark eats people",NA,"eat people"
"563",395,18,"is red","free_production",5269,17,"hippo","hippo is red",0,"hippo is red",NA,"are red"
"564",396,18,"has beautiful feathers","free_production",5418,18,"bluejay","bluejay has beautiful feathers",0,"bluejay has beautiful feathers",NA,"have beautiful feathers"
"565",397,18,"lays eggs","free_production",4434,19,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"566",397,18,"lays eggs","free_production",4434,19,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"567",397,18,"lays eggs","free_production",4434,19,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"568",398,18,"attacks swimmers","free_production",5346,20,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"569",398,18,"attacks swimmers","free_production",5346,20,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"570",399,18,"carries Lyme disease","free_production",9180,21,"skunk","skunk carries Lyme disease",0,"skunk carries Lyme disease",NA,"carry Lyme disease"
"571",400,19,"has wings","free_production",8393,1,"butterfly","butterfly has wings",0,"butterfly has wings",NA,"have wings"
"572",400,19,"has wings","free_production",8393,1,"butterfly","butterfly has wings",0,"butterfly has wings",NA,"have wings"
"573",401,19,"is juvenile","free_production",8820,2,"rabbit","rabbit is juvenile",0,"rabbit is juvenile",NA,"are juvenile"
"574",402,19,"has beautiful feathers","free_production",6895,3,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"575",403,19,"is female","free_production",8417,4,"squirrel","squirrel is female",0,"squirrel is female",NA,"are female"
"576",404,19,"is full-grown","free_production",5014,5,"horse","horse is full-grown",0,"horse is full-grown",NA,"are full-grown"
"577",405,19,"is male","free_production",5810,6,"dog","dog is male",0,"dog is male",NA,"are male"
"578",406,19,"doesnt eat people","free_production",5742,7,"cat","cat doesn't eat people",0,"cat doesn't eat people",NA,"dont eat people"
"579",407,19,"is red","free_production",12641,8,"cardinal","cardinal is red",1,"cardinal is red",NA,"are red"
"580",408,19,"has a mane","free_production",4662,9,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"581",408,19,"has a mane","free_production",4662,9,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"582",409,19,"carries malaria","free_production",7591,10,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"583",409,19,"carries malaria","free_production",7591,10,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"584",410,19,"is white","free_production",4966,11,"sheep","sheep is white",0,"sheep is white",NA,"are white"
"585",410,19,"is white","free_production",4966,11,"sheep","sheep is white",0,"sheep is white",NA,"are white"
"586",411,19,"has a pouch","free_production",5070,12,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"587",411,19,"has a pouch","free_production",5070,12,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"588",412,19,"has spots","free_production",5723,13,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"589",412,19,"has spots","free_production",5723,13,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"590",413,19,"eats people","free_production",9684,14,"shark","shark eats people",0,"shark eats people",NA,"eat people"
